# Complex refractive index of glass (fused silica, as a proxy for soda-lime float glass), n(lambda) + i k(lambda), 0.6-25 um.
#
# source: D. Franta, D. Necas, I. Ohlidal, A. Giglia (2016), 'Optical characterization of SiO2 thin films using universal dispersion model over wide spectral range', Proc. SPIE 9890, 989014. doi:10.1117/12.2227580. Fused silica PLATE, 0.405 mm, room temperature -- a bulk sample rather than a thin film, which is why this dataset was chosen over the thin-film alternatives in the same database.
#   Retrieved 2026-09-15 from
#   https://raw.githubusercontent.com/polyanskiy/refractiveindex.info-database/main/database/data/main/SiO2/nk/Franta.yml
#   (RefractiveIndex.INFO database, public domain / CC0 1.0), converted by
#   scripts/fetch_nk_tables.py and truncated to 0.6-25 um; values otherwise unmodified.
#   PROXY: fused silica, not soda-lime. No freely available soda-lime dataset spans 0.75-13.5 um. Both are silicate glasses and share the Si-O stretching resonance that dominates the LWIR; soda-lime's alkali and iron content changes the magnitude more than the angular shape, and the magnitude is taken from the material's authored per-band emissivity, not from this table (M7.5).
#
# Check values interpolated from this table: n(1.55 um) = 1.444309, k = 2.5545e-16;
#   n(10.0 um) = 2.526835, k = 0.082695. Normal-incidence Fresnel emissivity at 10.0 um: 0.81213.
# Columns: wavelength in MICROMETRES, then n, then k.
wavelength_um,n,k
2.39001,1.43212,1.06042e-06
2.39552,1.43202,1.1496e-06
2.40104,1.43193,1.25559e-06
2.40658,1.43183,1.37638e-06
2.41213,1.43173,1.50966e-06
2.41769,1.43163,1.65298e-06
2.42326,1.43153,1.80396e-06
2.42885,1.43143,1.96052e-06
2.43444,1.43132,2.12111e-06
2.44006,1.43122,2.28495e-06
2.44568,1.43112,2.45222e-06
2.45132,1.43101,2.6242e-06
2.45697,1.43091,2.80331e-06
2.46263,1.43081,2.9931e-06
2.46831,1.4307,3.19808e-06
2.474,1.4306,3.42356e-06
2.4797,1.43049,3.67528e-06
2.48542,1.43038,3.95912e-06
2.49115,1.43027,4.28063e-06
2.49689,1.43017,4.64464e-06
2.50265,1.43006,5.05492e-06
2.50842,1.42995,5.51379e-06
2.5142,1.42984,6.02187e-06
2.52,1.42973,6.57797e-06
2.52581,1.42962,7.17898e-06
2.53163,1.4295,7.82002e-06
2.53746,1.42939,8.49459e-06
2.54331,1.42928,9.1949e-06
2.54918,1.42916,9.91231e-06
2.55505,1.42905,1.06378e-05
2.56094,1.42893,1.13626e-05
2.56685,1.42882,1.20788e-05
2.57276,1.4287,1.27798e-05
2.57869,1.42858,1.34615e-05
2.58464,1.42846,1.41224e-05
2.5906,1.42834,1.47647e-05
2.59657,1.42822,1.53948e-05
2.60255,1.4281,1.60244e-05
2.60855,1.42798,1.66716e-05
2.61457,1.42785,1.73626e-05
2.62059,1.42773,1.81338e-05
2.62664,1.4276,1.90364e-05
2.63269,1.42747,2.01413e-05
2.63876,1.42734,2.15481e-05
2.64484,1.4272,2.33967e-05
2.65094,1.42706,2.58855e-05
2.65705,1.42692,2.93052e-05
2.66318,1.42677,3.41255e-05
2.66932,1.42662,4.13176e-05
2.67547,1.42645,5.37043e-05
2.68164,1.42627,8.02389e-05
2.68782,1.42608,0.000141415
2.69401,1.4259,0.000257828
2.70022,1.42579,0.000410864
2.70645,1.42575,0.000536256
2.71269,1.42575,0.000595206
2.71894,1.42572,0.000610518
2.72521,1.42568,0.000610518
2.73149,1.42563,0.000597084
2.73779,1.42557,0.000568755
2.7441,1.42549,0.000532262
2.75043,1.4254,0.000494035
2.75677,1.42531,0.000455785
2.76312,1.4252,0.000417161
2.76949,1.42509,0.000378368
2.77587,1.42497,0.000340339
2.78227,1.42484,0.000303918
2.78869,1.42471,0.000269468
2.79512,1.42458,0.000237043
2.80156,1.42444,0.000206686
2.80802,1.4243,0.000178584
2.81449,1.42415,0.000153026
2.82098,1.424,0.000130279
2.82748,1.42385,0.000110486
2.834,1.4237,9.36212e-05
2.84053,1.42354,7.94983e-05
2.84708,1.42339,6.78216e-05
2.85364,1.42323,5.82392e-05
2.86022,1.42308,5.03928e-05
2.86682,1.42292,4.39516e-05
2.87342,1.42277,3.86312e-05
2.88005,1.42261,3.41997e-05
2.88669,1.42245,3.04752e-05
2.89334,1.4223,2.73184e-05
2.90001,1.42214,2.46238e-05
2.9067,1.42199,2.2311e-05
2.9134,1.42183,2.03177e-05
2.92011,1.42167,1.85941e-05
2.92685,1.42151,1.70995e-05
2.93359,1.42136,1.57996e-05
2.94036,1.4212,1.46652e-05
2.94713,1.42104,1.36712e-05
2.95393,1.42088,1.27957e-05
2.96074,1.42072,1.20205e-05
2.96756,1.42055,1.133e-05
2.9744,1.42039,1.07111e-05
2.98126,1.42023,1.01531e-05
2.98813,1.42007,9.6472e-06
2.99502,1.4199,9.18633e-06
3.00193,1.41974,8.7648e-06
3.00885,1.41957,8.37808e-06
3.01578,1.4194,8.02259e-06
3.02273,1.41924,7.69552e-06
3.0297,1.41907,7.3947e-06
3.03669,1.4189,7.1185e-06
3.04369,1.41873,6.86572e-06
3.0507,1.41856,6.63552e-06
3.05774,1.41838,6.42729e-06
3.06478,1.41821,6.24055e-06
3.07185,1.41804,6.07472e-06
3.07893,1.41786,5.92897e-06
3.08603,1.41769,5.80198e-06
3.09314,1.41751,5.69183e-06
3.10027,1.41733,5.59586e-06
3.10742,1.41716,5.5108e-06
3.11458,1.41698,5.43295e-06
3.12176,1.4168,5.35854e-06
3.12896,1.41661,5.28411e-06
3.13617,1.41643,5.20693e-06
3.1434,1.41625,5.12532e-06
3.15065,1.41606,5.0388e-06
3.15791,1.41588,4.94801e-06
3.16519,1.41569,4.8545e-06
3.17249,1.41551,4.76037e-06
3.1798,1.41532,4.66788e-06
3.18713,1.41513,4.57907e-06
3.19448,1.41494,4.49549e-06
3.20184,1.41474,4.41808e-06
3.20922,1.41455,4.34715e-06
3.21662,1.41436,4.2825e-06
3.22404,1.41416,4.22351e-06
3.23147,1.41397,4.16938e-06
3.23892,1.41377,4.11927e-06
3.24638,1.41357,4.07246e-06
3.25387,1.41337,4.02842e-06
3.26137,1.41317,3.98693e-06
3.26889,1.41297,3.94816e-06
3.27642,1.41276,3.91271e-06
3.28398,1.41256,3.88166e-06
3.29155,1.41236,3.85663e-06
3.29913,1.41215,3.83977e-06
3.30674,1.41194,3.83374e-06
3.31436,1.41173,3.84158e-06
3.322,1.41152,3.8665e-06
3.32966,1.41131,3.91161e-06
3.33734,1.4111,3.97952e-06
3.34503,1.41088,4.072e-06
3.35274,1.41067,4.18956e-06
3.36047,1.41045,4.33123e-06
3.36822,1.41023,4.49454e-06
3.37598,1.41001,4.67573e-06
3.38376,1.40979,4.87025e-06
3.39156,1.40957,5.07351e-06
3.39938,1.40935,5.28177e-06
3.40722,1.40912,5.49313e-06
3.41507,1.40889,5.70829e-06
3.42294,1.40867,5.93105e-06
3.43084,1.40844,6.16846e-06
3.43874,1.40821,6.43039e-06
3.44667,1.40798,6.72873e-06
3.45462,1.40774,7.07621e-06
3.46258,1.40751,7.48501e-06
3.47056,1.40727,7.9653e-06
3.47856,1.40703,8.52398e-06
3.48658,1.4068,9.16369e-06
3.49462,1.40656,9.88225e-06
3.50268,1.40631,1.06725e-05
3.51075,1.40607,1.15229e-05
3.51884,1.40583,1.24179e-05
3.52695,1.40558,1.33398e-05
3.53509,1.40533,1.42699e-05
3.54323,1.40508,1.51901e-05
3.5514,1.40483,1.60852e-05
3.55959,1.40458,1.69444e-05
3.56779,1.40433,1.77628e-05
3.57602,1.40407,1.85431e-05
3.58426,1.40381,1.92959e-05
3.59253,1.40356,2.00401e-05
3.60081,1.4033,2.08022e-05
3.60911,1.40303,2.16145e-05
3.61743,1.40277,2.25131e-05
3.62577,1.40251,2.35341e-05
3.63413,1.40224,2.47103e-05
3.6425,1.40197,2.60672e-05
3.6509,1.4017,2.76188e-05
3.65932,1.40143,2.9365e-05
3.66775,1.40115,3.12894e-05
3.67621,1.40088,3.3359e-05
3.68468,1.4006,3.55253e-05
3.69317,1.40032,3.77275e-05
3.70169,1.40004,3.9897e-05
3.71022,1.39976,4.19631e-05
3.71877,1.39948,4.3859e-05
3.72735,1.39919,4.55283e-05
3.73594,1.39891,4.6929e-05
3.74455,1.39862,4.8038e-05
3.75318,1.39833,4.8852e-05
3.76184,1.39804,4.93875e-05
3.77051,1.39775,4.96779e-05
3.7792,1.39745,4.97699e-05
3.78791,1.39715,4.97184e-05
3.79664,1.39685,4.95806e-05
3.8054,1.39655,4.94117e-05
3.81417,1.39624,4.92593e-05
3.82296,1.39594,4.91612e-05
3.83177,1.39563,4.91431e-05
3.84061,1.39532,4.9218e-05
3.84946,1.395,4.93877e-05
3.85833,1.39469,4.96443e-05
3.86723,1.39437,4.99735e-05
3.87614,1.39405,5.03571e-05
3.88508,1.39373,5.07769e-05
3.89404,1.3934,5.1217e-05
3.90301,1.39308,5.16666e-05
3.91201,1.39275,5.21216e-05
3.92103,1.39242,5.25854e-05
3.93007,1.39208,5.30698e-05
3.93913,1.39175,5.35935e-05
3.94821,1.39141,5.41815e-05
3.95731,1.39107,5.48636e-05
3.96643,1.39072,5.56717e-05
3.97557,1.39038,5.66382e-05
3.98474,1.39003,5.77938e-05
3.99392,1.38968,5.91659e-05
4.00313,1.38932,6.07769e-05
4.01236,1.38897,6.26433e-05
4.02161,1.38861,6.47758e-05
4.03088,1.38825,6.71785e-05
4.04017,1.38788,6.98491e-05
4.04949,1.38752,7.27787e-05
4.05882,1.38715,7.59518e-05
4.06818,1.38678,7.93451e-05
4.07756,1.38641,8.29269e-05
4.08696,1.38603,8.66561e-05
4.09638,1.38565,9.04823e-05
4.10582,1.38527,9.43457e-05
4.11528,1.38489,9.81803e-05
4.12477,1.3845,0.000101917
4.13428,1.38411,0.000105492
4.14381,1.38372,0.000108851
4.15336,1.38333,0.000111961
4.16294,1.38293,0.000114819
4.17253,1.38253,0.000117458
4.18215,1.38213,0.000119951
4.19179,1.38172,0.000122415
4.20146,1.38131,0.000125003
4.21114,1.38089,0.000127902
4.22085,1.38048,0.000131312
4.23058,1.38005,0.000135438
4.24033,1.37963,0.00014047
4.25011,1.3792,0.000146566
4.2599,1.37877,0.000153835
4.26972,1.37833,0.000162328
4.27957,1.3779,0.000172026
4.28943,1.37746,0.000182841
4.29932,1.37701,0.000194613
4.30923,1.37657,0.000207121
4.31917,1.37612,0.000220086
4.32912,1.37568,0.000233193
4.3391,1.37523,0.000246098
4.3491,1.37477,0.000258449
4.35913,1.37432,0.000269902
4.36918,1.37386,0.000280135
4.37925,1.3734,0.000288867
4.38935,1.37294,0.000295866
4.39946,1.37248,0.000300963
4.40961,1.37201,0.000304062
4.41977,1.37153,0.000305142
4.42996,1.37106,0.000304261
4.44017,1.37057,0.000301558
4.45041,1.37008,0.000297243
4.46067,1.36959,0.000291594
4.47095,1.36909,0.000284943
4.48126,1.36858,0.000277663
4.49159,1.36806,0.000270149
4.50194,1.36754,0.000262803
4.51232,1.36701,0.00025601
4.52272,1.36648,0.000250121
4.53315,1.36594,0.000245435
4.5436,1.36539,0.000242188
4.55407,1.36483,0.000240541
4.56457,1.36427,0.000240577
4.57509,1.3637,0.000242309
4.58564,1.36313,0.000245686
4.59621,1.36255,0.000250614
4.60681,1.36196,0.000256972
4.61743,1.36137,0.000264641
4.62807,1.36077,0.000273529
4.63874,1.36017,0.000283595
4.64943,1.35955,0.000294878
4.66015,1.35893,0.000307516
4.67089,1.3583,0.000321769
4.68166,1.35766,0.000338047
4.69245,1.35701,0.000356924
4.70327,1.35635,0.000379172
4.71411,1.35568,0.000405781
4.72498,1.355,0.000437992
4.73587,1.35431,0.000477309
4.74679,1.3536,0.000525515
4.75773,1.35288,0.000584653
4.7687,1.35215,0.000656983
4.77969,1.35141,0.000744895
4.79071,1.35066,0.000850779
4.80175,1.3499,0.000976847
4.81282,1.34914,0.00112492
4.82392,1.34838,0.00129621
4.83504,1.34763,0.00149106
4.84618,1.34688,0.00170878
4.85736,1.34615,0.0019475
4.86855,1.34544,0.00220413
4.87978,1.34476,0.00247444
4.89102,1.3441,0.00275322
4.9023,1.34346,0.00303455
4.9136,1.34286,0.00331217
4.92493,1.34228,0.00357983
4.93628,1.34172,0.00383165
4.94766,1.34119,0.00406251
4.95907,1.34067,0.00426821
4.9705,1.34016,0.00444569
4.98196,1.33965,0.00459308
4.99344,1.33915,0.00470966
5.00495,1.33863,0.00479579
5.01649,1.3381,0.00485281
5.02805,1.33756,0.00488289
5.03964,1.33699,0.004889
5.05126,1.33639,0.00487474
5.06291,1.33576,0.0048444
5.07458,1.3351,0.00480293
5.08628,1.33439,0.00475597
5.098,1.33365,0.00470984
5.10975,1.33287,0.00467161
5.12153,1.33205,0.00464898
5.13334,1.33119,0.0046502
5.14517,1.33029,0.00468378
5.15703,1.32937,0.00475809
5.16892,1.32842,0.00488086
5.18084,1.32746,0.00505849
5.19278,1.3265,0.00529524
5.20475,1.32556,0.00559246
5.21675,1.32465,0.00594783
5.22877,1.32379,0.00635481
5.24083,1.32299,0.00680241
5.25291,1.32227,0.00727534
5.26502,1.32162,0.00775466
5.27716,1.32106,0.0082189
5.28932,1.32059,0.00864558
5.30151,1.32019,0.009013
5.31373,1.31985,0.00930207
5.32598,1.31955,0.00949798
5.33826,1.31927,0.00959147
5.35057,1.31898,0.00957962
5.3629,1.31866,0.00946593
5.37526,1.31829,0.00925982
5.38766,1.31785,0.00897556
5.40008,1.31733,0.00863082
5.41252,1.31672,0.008245
5.425,1.31601,0.00783763
5.43751,1.31522,0.00742682
5.45004,1.31435,0.00702821
5.46261,1.3134,0.00665416
5.4752,1.31239,0.00631346
5.48782,1.31133,0.00601135
5.50047,1.31023,0.00574989
5.51315,1.3091,0.00552851
5.52586,1.30795,0.00534468
5.5386,1.30678,0.00519457
5.55137,1.3056,0.00507367
5.56416,1.30442,0.00497733
5.57699,1.30324,0.00490111
5.58985,1.30204,0.00484107
5.60273,1.30085,0.0047939
5.61565,1.29965,0.00475696
5.62859,1.29844,0.0047283
5.64157,1.29722,0.00470655
5.65457,1.296,0.00469087
5.66761,1.29476,0.00468084
5.68067,1.29351,0.00467633
5.69377,1.29225,0.00467751
5.70689,1.29098,0.00468467
5.72005,1.28969,0.00469826
5.73324,1.28839,0.00471878
5.74645,1.28708,0.0047468
5.7597,1.28575,0.0047829
5.77298,1.28441,0.00482771
5.78629,1.28305,0.00488184
5.79962,1.28168,0.00494594
5.81299,1.2803,0.00502063
5.82639,1.2789,0.00510656
5.83983,1.27749,0.00520434
5.85329,1.27607,0.00531453
5.86678,1.27464,0.00543762
5.88031,1.2732,0.00557397
5.89386,1.27176,0.00572377
5.90745,1.2703,0.00588694
5.92107,1.26885,0.00606307
5.93471,1.26739,0.00625139
5.9484,1.26594,0.00645061
5.96211,1.26448,0.00665895
5.97585,1.26304,0.00687405
5.98963,1.2616,0.00709298
6.00344,1.26016,0.00731228
6.01728,1.25874,0.00752797
6.03115,1.25732,0.00773572
6.04505,1.25591,0.00793096
6.05898,1.25451,0.00810905
6.07295,1.25311,0.0082655
6.08695,1.25171,0.00839617
6.10098,1.2503,0.00849748
6.11505,1.24888,0.00856664
6.12914,1.24745,0.00860176
6.14327,1.24599,0.00860204
6.15744,1.24451,0.00856781
6.17163,1.24299,0.00850052
6.18586,1.24143,0.00840277
6.20012,1.23982,0.00827815
6.21441,1.23816,0.00813109
6.22874,1.23645,0.00796672
6.24309,1.23468,0.00779059
6.25749,1.23285,0.00760848
6.27191,1.23096,0.00742615
6.28637,1.22901,0.00724912
6.30086,1.227,0.00708247
6.31539,1.22494,0.00693068
6.32994,1.22283,0.00679753
6.34454,1.22066,0.00668597
6.35916,1.21846,0.00659811
6.37382,1.21621,0.00653522
6.38851,1.21392,0.00649775
6.40324,1.21159,0.0064854
6.418,1.20924,0.00649721
6.4328,1.20686,0.00653166
6.44763,1.20445,0.00658678
6.46249,1.20201,0.00666027
6.47739,1.19955,0.00674961
6.49232,1.19707,0.00685217
6.50729,1.19456,0.00696531
6.52229,1.19203,0.00708646
6.53732,1.18948,0.00721319
6.55239,1.18689,0.00734329
6.5675,1.18428,0.00747478
6.58264,1.18164,0.00760598
6.59781,1.17897,0.00773549
6.61302,1.17626,0.00786224
6.62827,1.17351,0.00798543
6.64354,1.17072,0.00810459
6.65886,1.16789,0.00821948
6.67421,1.16502,0.00833012
6.6896,1.16209,0.00843676
6.70502,1.15912,0.00853981
6.72047,1.15609,0.00863982
6.73597,1.15301,0.00873748
6.75149,1.14987,0.00883351
6.76706,1.14667,0.00892872
6.78266,1.14341,0.00902388
6.79829,1.14008,0.00911979
6.81396,1.13669,0.00921718
6.82967,1.13324,0.00931673
6.84542,1.12971,0.00941906
6.8612,1.12612,0.00952468
6.87701,1.12245,0.00963406
6.89287,1.11871,0.00974753
6.90876,1.11489,0.00986538
6.92468,1.11099,0.00998779
6.94065,1.10701,0.0101149
6.95665,1.10295,0.0102467
6.97268,1.09881,0.0103833
6.98876,1.09457,0.0105247
7.00487,1.09024,0.0106708
7.02101,1.08582,0.0108217
7.0372,1.0813,0.0109773
7.05342,1.07667,0.0111376
7.06968,1.07194,0.0113028
7.08598,1.0671,0.011473
7.10231,1.06214,0.0116485
7.11869,1.05706,0.0118295
7.1351,1.05186,0.0120167
7.15154,1.04652,0.0122105
7.16803,1.04104,0.0124117
7.18455,1.03542,0.0126212
7.20112,1.02965,0.01284
7.21772,1.02372,0.0130695
7.23436,1.01762,0.0133112
7.25103,1.01135,0.0135667
7.26775,1.00489,0.0138381
7.2845,0.99824,0.0141276
7.30129,0.991388,0.0144377
7.31813,0.984322,0.0147713
7.335,0.977033,0.0151317
7.3519,0.969507,0.0155226
7.36885,0.961733,0.015948
7.38584,0.953696,0.0164125
7.40287,0.945381,0.0169215
7.41993,0.936774,0.0174806
7.43704,0.927856,0.0180966
7.45418,0.91861,0.018777
7.47136,0.909015,0.0195303
7.48859,0.899049,0.0203664
7.50585,0.888689,0.0212968
7.52315,0.877907,0.0223345
7.5405,0.866674,0.0234953
7.55788,0.85496,0.0247975
7.5753,0.842729,0.0262628
7.59276,0.829943,0.0279175
7.61027,0.81656,0.0297927
7.62781,0.802535,0.0319264
7.64539,0.787816,0.0343642
7.66302,0.772352,0.0371618
7.68068,0.756084,0.0403866
7.69839,0.738953,0.0441208
7.71614,0.720896,0.0484643
7.73392,0.70185,0.0535389
7.75175,0.681756,0.0594931
7.76962,0.660561,0.0665078
7.78753,0.638226,0.0748033
7.80548,0.614738,0.0846473
7.82348,0.590124,0.0963625
7.84151,0.564483,0.110332
7.85959,0.538018,0.126998
7.87771,0.511099,0.146839
7.89587,0.484317,0.170307
7.91407,0.458531,0.197709
7.93231,0.434819,0.229028
7.9506,0.4143,0.263766
7.96893,0.397826,0.300944
7.9873,0.385747,0.339331
8.00571,0.377896,0.377764
8.02417,0.373763,0.415359
8.04266,0.372702,0.451551
8.0612,0.374074,0.48604
8.07979,0.377309,0.518704
8.09841,0.381922,0.549535
8.11708,0.387505,0.578596
8.13579,0.393718,0.605988
8.15455,0.400279,0.631839
8.17335,0.406948,0.656296
8.19219,0.413529,0.679516
8.21107,0.419859,0.701663
8.23,0.425807,0.722907
8.24897,0.431272,0.743419
8.26799,0.436179,0.763367
8.28705,0.440479,0.782917
8.30615,0.444144,0.802226
8.3253,0.447164,0.821441
8.34449,0.449546,0.840697
8.36373,0.451304,0.860117
8.38301,0.452461,0.879809
8.40233,0.453037,0.899869
8.4217,0.453052,0.920383
8.44112,0.452516,0.941431
8.46057,0.451428,0.963093
8.48008,0.449775,0.98545
8.49963,0.44753,1.0086
8.51922,0.444656,1.03265
8.53886,0.441104,1.05774
8.55854,0.436823,1.08404
8.57827,0.431764,1.11176
8.59805,0.425889,1.14116
8.61787,0.419183,1.17255
8.63773,0.411666,1.20629
8.65765,0.403409,1.2428
8.6776,0.394553,1.28257
8.69761,0.385328,1.32612
8.71766,0.376081,1.37403
8.73776,0.367302,1.42693
8.7579,0.359661,1.48545
8.77809,0.354041,1.55019
8.79832,0.351572,1.62168
8.8186,0.353651,1.70028
8.83893,0.361934,1.7861
8.85931,0.378297,1.87889
8.87973,0.404747,1.9779
8.9002,0.443285,2.08184
8.92072,0.495735,2.18882
8.94128,0.563551,2.29638
8.9619,0.647621,2.40157
8.98255,0.748109,2.50113
9.00326,0.864347,2.59168
9.02402,0.994799,2.67001
9.04482,1.13711,2.73329
9.06567,1.28824,2.77937
9.08657,1.44469,2.80692
9.10751,1.60278,2.81558
9.12851,1.75891,2.80596
9.14955,1.90993,2.77953
9.17064,2.05331,2.73846
9.19179,2.18737,2.68535
9.21297,2.3113,2.6229
9.23421,2.42512,2.55363
9.2555,2.52952,2.4796
9.27684,2.62557,2.40226
9.29822,2.71448,2.3224
9.31966,2.79733,2.24023
9.34114,2.87485,2.15551
9.36267,2.94737,2.06778
9.38426,3.01476,1.97658
9.40589,3.07653,1.88158
9.42757,3.13197,1.78276
9.4493,3.18026,1.68038
9.47109,3.22062,1.57504
9.49292,3.25241,1.46757
9.5148,3.27518,1.35901
9.53674,3.28871,1.2505
9.55872,3.29306,1.14323
9.58076,3.28849,1.03835
9.60284,3.27549,0.936922
9.62498,3.25469,0.839898
9.64717,3.2269,0.748083
9.66941,3.19299,0.662115
9.6917,3.15391,0.582468
9.71404,3.11063,0.509445
9.73643,3.06412,0.443187
9.75888,3.0153,0.383689
9.78137,2.96505,0.330808
9.80392,2.91417,0.284289
9.82652,2.86337,0.24378
9.84918,2.81326,0.208853
9.87188,2.76436,0.179031
9.89464,2.71706,0.153804
9.91745,2.67168,0.13265
9.94031,2.62842,0.115051
9.96322,2.58741,0.100511
9.98619,2.54869,0.0885638
10.0092,2.51227,0.0787846
10.0323,2.47809,0.0707927
10.0554,2.44603,0.0642549
10.0786,2.416,0.0588857
10.1018,2.38784,0.0544446
10.1251,2.36142,0.0507331
10.1485,2.33659,0.04759
10.1718,2.3132,0.0448869
10.1953,2.29112,0.0425229
10.2188,2.27023,0.0404205
10.2424,2.25041,0.0385207
10.266,2.23156,0.0367798
10.2896,2.21359,0.0351656
10.3134,2.1964,0.0336553
10.3371,2.17993,0.0322326
10.361,2.16411,0.0308866
10.3848,2.14888,0.02961
10.4088,2.1342,0.0283982
10.4328,2.12002,0.0272486
10.4568,2.1063,0.0261596
10.4809,2.09301,0.0251308
10.5051,2.08011,0.024162
10.5293,2.06758,0.0232534
10.5536,2.05539,0.0224053
10.5779,2.04353,0.021618
10.6023,2.03196,0.0208917
10.6267,2.02068,0.0202265
10.6512,2.00967,0.0196222
10.6758,1.99891,0.0190784
10.7004,1.98839,0.0185945
10.7251,1.9781,0.0181695
10.7498,1.96802,0.0178023
10.7746,1.95814,0.0174912
10.7994,1.94846,0.0172347
10.8243,1.93896,0.0170305
10.8493,1.92964,0.0168766
10.8743,1.92047,0.0167703
10.8993,1.91146,0.0167091
10.9245,1.90259,0.0166902
10.9496,1.89386,0.016711
10.9749,1.88524,0.0167689
11.0002,1.87673,0.0168614
11.0255,1.86832,0.0169866
11.051,1.85999,0.0171431
11.0764,1.85173,0.0173302
11.102,1.84352,0.0175484
11.1276,1.83535,0.0177996
11.1532,1.82719,0.0180871
11.1789,1.81903,0.0184167
11.2047,1.81086,0.0187963
11.2305,1.80264,0.0192371
11.2564,1.79437,0.0197533
11.2824,1.78601,0.0203635
11.3084,1.77755,0.0210901
11.3344,1.76897,0.0219606
11.3606,1.76025,0.0230075
11.3868,1.75138,0.0242684
11.413,1.74235,0.0257865
11.4393,1.73315,0.02761
11.4657,1.72379,0.0297922
11.4921,1.71428,0.0323902
11.5186,1.70465,0.0354645
11.5452,1.69491,0.0390771
11.5718,1.68512,0.0432898
11.5984,1.67533,0.0481618
11.6252,1.66562,0.0537473
11.652,1.65607,0.0600921
11.6788,1.64678,0.0672306
11.7058,1.63786,0.0751821
11.7328,1.62943,0.0839474
11.7598,1.62161,0.0935065
11.7869,1.61454,0.103816
11.8141,1.60833,0.114807
11.8413,1.6031,0.126387
11.8686,1.59894,0.138441
11.896,1.59593,0.150834
11.9234,1.59413,0.16342
11.9509,1.59355,0.176042
11.9784,1.59418,0.188547
12.006,1.59599,0.200789
12.0337,1.59891,0.212636
12.0615,1.60287,0.223979
12.0893,1.60777,0.234733
12.1171,1.61352,0.244841
12.1451,1.62002,0.254269
12.1731,1.62719,0.263003
12.2011,1.63497,0.271045
12.2293,1.64333,0.278399
12.2574,1.65225,0.285067
12.2857,1.66172,0.291034
12.314,1.67176,0.296268
12.3424,1.68239,0.300706
12.3709,1.6936,0.304258
12.3994,1.70539,0.30681
12.428,1.7177,0.308225
12.4566,1.73045,0.308361
12.4853,1.7435,0.307075
12.5141,1.75668,0.304246
12.543,1.76976,0.299784
12.5719,1.78251,0.293643
12.6009,1.79466,0.285828
12.6299,1.80592,0.276403
12.659,1.81604,0.265492
12.6882,1.82477,0.253272
12.7174,1.83192,0.239969
12.7468,1.83733,0.225847
12.7761,1.8409,0.211196
12.8056,1.84258,0.196319
12.8351,1.84239,0.18152
12.8647,1.84041,0.167089
12.8944,1.83677,0.153291
12.9241,1.83162,0.14036
12.9539,1.82517,0.128487
12.9837,1.81766,0.117816
13.0137,1.80933,0.108445
13.0437,1.80042,0.10042
13.0737,1.79119,0.093741
13.1039,1.78185,0.0883634
13.1341,1.77262,0.0842047
13.1644,1.76368,0.0811505
13.1947,1.75516,0.0790619
13.2251,1.74718,0.0777837
13.2556,1.73981,0.0771526
13.2862,1.73309,0.077005
13.3168,1.72702,0.0771845
13.3475,1.72156,0.0775479
13.3783,1.71668,0.0779706
13.4091,1.7123,0.0783499
13.44,1.70833,0.0786073
13.471,1.70469,0.0786887
13.5021,1.70129,0.0785641
13.5332,1.69804,0.0782248
13.5644,1.69486,0.0776808
13.5956,1.69169,0.076957
13.627,1.68847,0.076089
13.6584,1.68517,0.075119
13.6899,1.68176,0.074092
13.7214,1.67823,0.0730527
13.7531,1.67459,0.072042
13.7848,1.67084,0.0710955
13.8166,1.667,0.0702418
13.8484,1.66309,0.0695021
13.8803,1.65913,0.0688899
13.9123,1.65516,0.0684115
13.9444,1.65119,0.0680669
13.9765,1.64724,0.067851
14.0088,1.64333,0.0677544
14.0411,1.63949,0.0677652
14.0734,1.6357,0.0678696
14.1059,1.63199,0.0680535
14.1384,1.62835,0.0683025
14.171,1.62479,0.0686031
14.2036,1.6213,0.0689432
14.2364,1.61788,0.0693118
14.2692,1.61453,0.0696996
14.3021,1.61124,0.0700988
14.3351,1.608,0.0705031
14.3681,1.60481,0.0709075
14.4012,1.60166,0.071308
14.4344,1.59854,0.071702
14.4677,1.59545,0.0720872
14.5011,1.59239,0.0724625
14.5345,1.58934,0.0728269
14.568,1.5863,0.0731803
14.6016,1.58327,0.0735225
14.6352,1.58025,0.0738539
14.669,1.57722,0.074175
14.7028,1.5742,0.0744866
14.7367,1.57116,0.0747896
14.7707,1.56811,0.075085
14.8047,1.56505,0.075374
14.8388,1.56197,0.0756579
14.873,1.55887,0.0759381
14.9073,1.55574,0.0762162
14.9417,1.55259,0.0764939
14.9761,1.54941,0.0767729
15.0107,1.5462,0.0770551
15.0453,1.54296,0.0773427
15.0799,1.53968,0.0776376
15.1147,1.53636,0.0779423
15.1496,1.533,0.0782591
15.1845,1.5296,0.0785905
15.2195,1.52615,0.0789392
15.2546,1.52266,0.079308
15.2897,1.51913,0.0796996
15.325,1.51554,0.0801172
15.3603,1.51191,0.0805637
15.3957,1.50823,0.0810424
15.4312,1.50449,0.0815566
15.4668,1.50071,0.0821096
15.5024,1.49687,0.0827047
15.5382,1.49298,0.0833455
15.574,1.48904,0.0840355
15.6099,1.48506,0.0847782
15.6459,1.48102,0.0855772
15.6819,1.47693,0.0864358
15.7181,1.47279,0.0873577
15.7543,1.46861,0.0883462
15.7906,1.46438,0.0894047
