# Night-sky (airglow) RELATIVE spectral shape s(lambda). Columns: wavelength in MICROMETRES,
# relative spectral density per micrometre. The SCALE IS ARBITRARY -- the level comes from
# environment.night.airglow_irradiance_* (§5.5) and irsim.radiometry.night normalises by this
# file's own integral over 0.6-2.6 um, so a band takes its own fraction of the configured level
# rather than all of it (ADR 0065).
#
# STATUS: MODELLED, NOT MEASURED. Meinel bands of vibrationally excited OH (H + O3 -> OH* + O2 at
# ~87 km) plus the O2(a1Delta-X) band at 1.27 um. Band HEADS are spectroscopy; relative SEQUENCE
# strengths are modelled: Delta-v = 1/2/3/4 carry 55/27/12/6 % of the OH
# emission, with a flat 4 % continuum for zodiacal and unresolved light. Replace with a
# measured near-infrared sky spectrum when one is available; nothing in the code changes.
#
# Model band fractions of the configured level:
#   NIR       0.75-1.00:  13.5 %
#   SWIR      0.90-1.70:  66.3 %
#   SWIR ext. 0.90-2.50:  88.8 %
#   dv=1 peak 1.40-2.00:  45.5 %

# Generated by scripts/generate_airglow_spectrum.py on 2026-09-15 (roadmap M11.4).
wavelength_um,relative_density_per_um
1.4600,7.602899e-01
1.4610,7.213156e-01
1.4620,6.857441e-01
1.4630,6.538099e-01
1.4640,6.257191e-01
1.4650,6.016503e-01
1.4660,5.817536e-01
1.4670,5.661519e-01
1.4680,5.549401e-01
1.4690,5.481859e-01
1.4700,5.459300e-01
1.4710,5.481859e-01
1.4720,5.549401e-01
1.4730,5.661519e-01
1.4740,5.817536e-01
1.4750,6.016503e-01
1.4760,6.257192e-01
1.4770,6.538099e-01
1.4780,6.857442e-01
1.4790,7.213156e-01
1.4800,7.602900e-01
1.4810,8.024051e-01
1.4820,8.473715e-01
1.4830,8.948734e-01
1.4840,9.445692e-01
1.4850,9.960932e-01
1.4860,1.049058e+00
1.4870,1.103055e+00
1.4880,1.157659e+00
1.4890,1.212430e+00
1.4900,1.266920e+00
1.4910,1.320669e+00
1.4920,1.373218e+00
1.4930,1.424110e+00
1.4940,1.472892e+00
1.4950,1.519126e+00
1.4960,1.562387e+00
1.4970,1.602275e+00
1.4980,1.638413e+00
1.4990,1.670458e+00
1.5000,1.698101e+00
1.5010,1.721072e+00
1.5020,1.739145e+00
1.5030,1.752139e+00
1.5040,1.759921e+00
1.5050,1.762410e+00
1.5060,1.759572e+00
1.5070,1.751428e+00
1.5080,1.738048e+00
1.5090,1.719550e+00
1.5100,1.696102e+00
1.5110,1.667914e+00
1.5120,1.635241e+00
1.5130,1.598374e+00
1.5140,1.557636e+00
1.5150,1.513382e+00
1.5160,1.465990e+00
1.5170,1.415856e+00
1.5180,1.363393e+00
1.5190,1.309019e+00
1.5200,1.253159e+00
1.5210,1.196235e+00
1.5220,1.138663e+00
1.5230,1.080852e+00
1.5240,1.023196e+00
1.5250,9.660708e-01
1.5260,9.098345e-01
1.5270,8.548225e-01
1.5280,8.013471e-01
1.5290,7.496953e-01
1.5300,7.001293e-01
1.5310,6.528852e-01
1.5320,6.081741e-01
1.5330,5.661824e-01
1.5340,5.270730e-01
1.5350,4.909866e-01
1.5360,4.580433e-01
1.5370,4.283441e-01
1.5380,4.019731e-01
1.5390,3.789991e-01
1.5400,3.594775e-01
1.5410,3.434518e-01
1.5420,3.309555e-01
1.5430,3.220130e-01
1.5440,3.166411e-01
1.5450,3.148493e-01
1.5460,3.166411e-01
1.5470,3.220130e-01
1.5480,3.309555e-01
1.5490,3.434518e-01
1.5500,3.594774e-01
1.5510,3.789990e-01
1.5520,4.019730e-01
1.5530,4.283439e-01
1.5540,4.580430e-01
1.5550,4.909863e-01
1.5560,5.270725e-01
1.5570,5.661817e-01
1.5580,6.081732e-01
1.5590,6.528840e-01
1.5600,7.001277e-01
1.5610,7.496933e-01
1.5620,8.013443e-01
1.5630,8.548189e-01
1.5640,9.098296e-01
1.5650,9.660644e-01
1.5660,1.023188e+00
1.5670,1.080841e+00
1.5680,1.138649e+00
1.5690,1.196216e+00
1.5700,1.253134e+00
1.5710,1.308987e+00
1.5720,1.363352e+00
1.5730,1.415803e+00
1.5740,1.465921e+00
1.5750,1.513294e+00
1.5760,1.557524e+00
1.5770,1.598231e+00
1.5780,1.635060e+00
1.5790,1.667685e+00
1.5800,1.695812e+00
1.5810,1.719186e+00
1.5820,1.737592e+00
1.5830,1.750859e+00
1.5840,1.758863e+00
1.5850,1.761529e+00
1.5860,1.758832e+00
1.5870,1.750795e+00
1.5880,1.737492e+00
1.5890,1.719046e+00
1.5900,1.695624e+00
1.5910,1.667441e+00
1.5920,1.634750e+00
1.5930,1.597840e+00
1.5940,1.557036e+00
1.5950,1.512689e+00
1.5960,1.465175e+00
1.5970,1.414887e+00
1.5980,1.362230e+00
1.5990,1.307621e+00
1.6000,1.251475e+00
1.6010,1.194207e+00
1.6020,1.136226e+00
1.6030,1.077929e+00
1.6040,1.019699e+00
1.6050,9.618986e-01
1.6060,9.048719e-01
1.6070,8.489383e-01
1.6080,7.943925e-01
1.6090,7.415026e-01
1.6100,6.905097e-01
1.6110,6.416280e-01
1.6120,5.950446e-01
1.6130,5.509210e-01
1.6140,5.093936e-01
1.6150,4.705759e-01
1.6160,4.345598e-01
1.6170,4.014181e-01
1.6180,3.712066e-01
1.6190,3.439663e-01
1.6200,3.197257e-01
1.6210,2.985035e-01
1.6220,2.803103e-01
1.6230,2.651512e-01
1.6240,2.530272e-01
1.6250,2.439371e-01
1.6260,2.378788e-01
1.6270,2.348502e-01
1.6280,2.348502e-01
1.6290,2.378787e-01
1.6300,2.439371e-01
1.6310,2.530272e-01
1.6320,2.651512e-01
1.6330,2.803103e-01
1.6340,2.985035e-01
1.6350,3.197257e-01
1.6360,3.439663e-01
1.6370,3.712066e-01
1.6380,4.014181e-01
1.6390,4.345598e-01
1.6400,4.705759e-01
1.6410,5.093936e-01
1.6420,5.509210e-01
1.6430,5.950446e-01
1.6440,6.416279e-01
1.6450,6.905096e-01
1.6460,7.415025e-01
1.6470,7.943924e-01
1.6480,8.489382e-01
1.6490,9.048716e-01
1.6500,9.618983e-01
1.6510,1.019698e+00
1.6520,1.077929e+00
1.6530,1.136226e+00
1.6540,1.194206e+00
1.6550,1.251473e+00
1.6560,1.307619e+00
1.6570,1.362228e+00
1.6580,1.414883e+00
1.6590,1.465170e+00
1.6600,1.512683e+00
1.6610,1.557027e+00
1.6620,1.597829e+00
1.6630,1.634735e+00
1.6640,1.667422e+00
1.6650,1.695600e+00
1.6660,1.719014e+00
1.6670,1.737450e+00
1.6680,1.750741e+00
1.6690,1.758763e+00
1.6700,1.761441e+00
1.6710,1.758751e+00
1.6720,1.750716e+00
1.6730,1.737411e+00
1.6740,1.718957e+00
1.6750,1.695523e+00
1.6760,1.667321e+00
1.6770,1.634604e+00
1.6780,1.597661e+00
1.6790,1.556814e+00
1.6800,1.512414e+00
1.6810,1.464832e+00
1.6820,1.414459e+00
1.6830,1.361698e+00
1.6840,1.306961e+00
1.6850,1.250658e+00
1.6860,1.193198e+00
1.6870,1.134985e+00
1.6880,1.076407e+00
1.6890,1.017836e+00
1.6900,9.596280e-01
1.6910,9.021126e-01
1.6920,8.455959e-01
1.6930,7.903568e-01
1.6940,7.366454e-01
1.6950,6.846830e-01
1.6960,6.346608e-01
1.6970,5.867409e-01
1.6980,5.410567e-01
1.6990,4.977138e-01
1.7000,4.567917e-01
1.7010,4.183458e-01
1.7020,3.824088e-01
1.7030,3.489939e-01
1.7040,3.180965e-01
1.7050,2.896972e-01
1.7060,2.637641e-01
1.7070,2.402559e-01
1.7080,2.191241e-01
1.7090,2.003155e-01
1.7100,1.837749e-01
1.7110,1.694472e-01
1.7120,1.572792e-01
1.7130,1.472220e-01
1.7140,1.392321e-01
1.7150,1.332731e-01
1.7160,1.293166e-01
1.7170,1.273432e-01
1.7180,1.273432e-01
1.7190,1.293166e-01
1.7200,1.332731e-01
1.7210,1.392321e-01
1.7220,1.472220e-01
1.7230,1.572792e-01
1.7240,1.694472e-01
1.7250,1.837749e-01
1.7260,2.003155e-01
1.7270,2.191241e-01
1.7280,2.402559e-01
1.7290,2.637641e-01
1.7300,2.896972e-01
1.7310,3.180965e-01
1.7320,3.489939e-01
1.7330,3.824088e-01
1.7340,4.183458e-01
1.7350,4.567917e-01
1.7360,4.977138e-01
1.7370,5.410567e-01
1.7380,5.867409e-01
1.7390,6.346608e-01
1.7400,6.846830e-01
1.7410,7.366454e-01
1.7420,7.903567e-01
1.7430,8.455959e-01
1.7440,9.021126e-01
1.7450,9.596280e-01
1.7460,1.017836e+00
1.7470,1.076406e+00
1.7480,1.134985e+00
1.7490,1.193198e+00
1.7500,1.250657e+00
1.7510,1.306960e+00
1.7520,1.361698e+00
1.7530,1.414458e+00
1.7540,1.464830e+00
1.7550,1.512412e+00
1.7560,1.556812e+00
1.7570,1.597658e+00
1.7580,1.634600e+00
1.7590,1.667316e+00
1.7600,1.695516e+00
1.7610,1.718948e+00
1.7620,1.737399e+00
1.7630,1.750701e+00
1.7640,1.758732e+00
1.7650,1.761416e+00
1.7660,1.758731e+00
1.7670,1.750699e+00
1.7680,1.737396e+00
1.7690,1.718944e+00
1.7700,1.695510e+00
1.7710,1.667308e+00
1.7720,1.634590e+00
1.7730,1.597644e+00
1.7740,1.556793e+00
1.7750,1.512387e+00
1.7760,1.464798e+00
1.7770,1.414417e+00
1.7780,1.361644e+00
1.7790,1.306891e+00
1.7800,1.250569e+00
1.7810,1.193086e+00
1.7820,1.134842e+00
1.7830,1.076225e+00
1.7840,1.017607e+00
1.7850,9.593387e-01
1.7860,9.017489e-01
1.7870,8.451401e-01
1.7880,7.897873e-01
1.7890,7.359362e-01
1.7900,6.838025e-01
1.7910,6.335711e-01
1.7920,5.853966e-01
1.7930,5.394035e-01
1.7940,4.956871e-01
1.7950,4.543151e-01
1.7960,4.153287e-01
1.7970,3.787452e-01
1.7980,3.445592e-01
1.7990,3.127454e-01
1.8000,2.832608e-01
1.8010,2.560471e-01
1.8020,2.310330e-01
1.8030,2.081365e-01
1.8040,1.872677e-01
1.8050,1.683302e-01
1.8060,1.512239e-01
1.8070,1.358469e-01
1.8080,1.220970e-01
1.8090,1.098734e-01
1.8100,9.907853e-02
1.8110,8.961932e-02
1.8120,8.140817e-02
1.8130,7.436420e-02
1.8140,6.841408e-02
1.8150,6.349284e-02
1.8160,5.954448e-02
1.8170,5.652250e-02
1.8180,5.439033e-02
1.8190,5.312163e-02
1.8200,5.270050e-02
1.8210,5.312163e-02
1.8220,5.439033e-02
1.8230,5.652250e-02
1.8240,5.954448e-02
1.8250,6.349284e-02
1.8260,6.841408e-02
1.8270,7.436420e-02
1.8280,8.140817e-02
1.8290,8.961932e-02
1.8300,9.907853e-02
1.8310,1.098734e-01
1.8320,1.220970e-01
1.8330,1.358469e-01
1.8340,1.512239e-01
1.8350,1.683302e-01
1.8360,1.872677e-01
1.8370,2.081365e-01
1.8380,2.310330e-01
1.8390,2.560471e-01
1.8400,2.832608e-01
1.8410,3.127454e-01
1.8420,3.445592e-01
1.8430,3.787452e-01
1.8440,4.153287e-01
1.8450,4.543151e-01
1.8460,4.956871e-01
1.8470,5.394035e-01
1.8480,5.853966e-01
1.8490,6.335711e-01
1.8500,6.838025e-01
1.8510,7.359362e-01
1.8520,7.897873e-01
1.8530,8.451401e-01
1.8540,9.017488e-01
1.8550,9.593387e-01
1.8560,1.017607e+00
1.8570,1.076225e+00
1.8580,1.134842e+00
1.8590,1.193086e+00
1.8600,1.250569e+00
1.8610,1.306891e+00
1.8620,1.361644e+00
1.8630,1.414417e+00
1.8640,1.464798e+00
1.8650,1.512387e+00
1.8660,1.556793e+00
1.8670,1.597644e+00
1.8680,1.634589e+00
1.8690,1.667308e+00
1.8700,1.695510e+00
1.8710,1.718943e+00
1.8720,1.737396e+00
1.8730,1.750698e+00
1.8740,1.758729e+00
1.8750,1.761415e+00
1.8760,1.758729e+00
1.8770,1.750698e+00
1.8780,1.737396e+00
1.8790,1.718943e+00
1.8800,1.695510e+00
1.8810,1.667308e+00
1.8820,1.634589e+00
1.8830,1.597644e+00
1.8840,1.556793e+00
1.8850,1.512387e+00
1.8860,1.464798e+00
1.8870,1.414416e+00
1.8880,1.361644e+00
1.8890,1.306890e+00
1.8900,1.250568e+00
1.8910,1.193084e+00
1.8920,1.134839e+00
1.8930,1.076221e+00
1.8940,1.017602e+00
1.8950,9.593322e-01
1.8960,9.017404e-01
1.8970,8.451290e-01
1.8980,7.897727e-01
1.8990,7.359172e-01
1.9000,6.837778e-01
1.9010,6.335391e-01
1.9020,5.853552e-01
1.9030,5.393501e-01
1.9040,4.956185e-01
1.9050,4.542272e-01
1.9060,4.152165e-01
1.9070,3.786023e-01
1.9080,3.443778e-01
1.9090,3.125160e-01
1.9100,2.829715e-01
1.9110,2.556834e-01
1.9120,2.305772e-01
1.9130,2.075671e-01
1.9140,1.865585e-01
1.9150,1.674497e-01
1.9160,1.501343e-01
1.9170,1.345027e-01
1.9180,1.204438e-01
1.9190,1.078467e-01
1.9200,9.660187e-02
1.9210,8.660229e-02
1.9220,7.774451e-02
1.9230,6.992941e-02
1.9240,6.306291e-02
1.9250,5.705646e-02
1.9260,5.182746e-02
1.9270,4.729955e-02
1.9280,4.340279e-02
1.9290,4.007380e-02
1.9300,3.725574e-02
1.9310,3.489839e-02
1.9320,3.295804e-02
1.9330,3.139743e-02
1.9340,3.018570e-02
1.9350,2.929828e-02
1.9360,2.871683e-02
1.9370,2.842914e-02
1.9380,2.842914e-02
1.9390,2.871683e-02
1.9400,2.929828e-02
1.9410,3.018570e-02
1.9420,3.139743e-02
1.9430,3.295804e-02
1.9440,3.489839e-02
1.9450,3.725574e-02
1.9460,4.007380e-02
1.9470,4.340279e-02
1.9480,4.729955e-02
1.9490,5.182746e-02
1.9500,5.705646e-02
1.9510,6.306291e-02
1.9520,6.992941e-02
1.9530,7.774451e-02
1.9540,8.660229e-02
1.9550,9.660187e-02
1.9560,1.078467e-01
1.9570,1.204438e-01
1.9580,1.345027e-01
1.9590,1.501343e-01
1.9600,1.674497e-01
1.9610,1.865585e-01
1.9620,2.075671e-01
1.9630,2.305772e-01
1.9640,2.556834e-01
1.9650,2.829715e-01
1.9660,3.125160e-01
1.9670,3.443778e-01
1.9680,3.786023e-01
1.9690,4.152165e-01
1.9700,4.542272e-01
1.9710,4.956185e-01
1.9720,5.393501e-01
1.9730,5.853552e-01
1.9740,6.335391e-01
1.9750,6.837778e-01
1.9760,7.359172e-01
1.9770,7.897727e-01
1.9780,8.451290e-01
1.9790,9.017404e-01
1.9800,9.593322e-01
1.9810,1.017602e+00
1.9820,1.076221e+00
1.9830,1.134839e+00
1.9840,1.193084e+00
1.9850,1.250568e+00
1.9860,1.306890e+00
1.9870,1.361644e+00
1.9880,1.414416e+00
1.9890,1.464798e+00
1.9900,1.512387e+00
1.9910,1.556793e+00
1.9920,1.597644e+00
1.9930,1.634589e+00
1.9940,1.667308e+00
1.9950,1.695510e+00
1.9960,1.718943e+00
1.9970,1.737396e+00
1.9980,1.750698e+00
1.9990,1.758729e+00
2.0000,1.761415e+00
2.0010,1.758729e+00
2.0020,1.750698e+00
2.0030,1.737396e+00
2.0040,1.718943e+00
2.0050,1.695510e+00
2.0060,1.667308e+00
2.0070,1.634589e+00
2.0080,1.597644e+00
2.0090,1.556793e+00
2.0100,1.512387e+00
2.0110,1.464798e+00
2.0120,1.414416e+00
2.0130,1.361644e+00
2.0140,1.306890e+00
2.0150,1.250568e+00
2.0160,1.193084e+00
2.0170,1.134839e+00
2.0180,1.076221e+00
2.0190,1.017602e+00
2.0200,9.593322e-01
2.0210,9.017403e-01
2.0220,8.451288e-01
2.0230,7.897726e-01
2.0240,7.359170e-01
2.0250,6.837775e-01
2.0260,6.335386e-01
2.0270,5.853546e-01
2.0280,5.393492e-01
2.0290,4.956173e-01
2.0300,4.542256e-01
2.0310,4.152144e-01
2.0320,3.785995e-01
2.0330,3.443741e-01
2.0340,3.125111e-01
2.0350,2.829650e-01
2.0360,2.556749e-01
2.0370,2.305659e-01
2.0380,2.075524e-01
2.0390,1.865392e-01
2.0400,1.674247e-01
2.0410,1.501018e-01
2.0420,1.344606e-01
2.0430,1.203895e-01
2.0440,1.077769e-01
2.0450,9.651242e-02
2.0460,8.648797e-02
2.0470,7.759884e-02
2.0480,6.974438e-02
2.0490,6.282860e-02
2.0500,5.676067e-02
2.0510,5.145520e-02
2.0520,4.683249e-02
2.0530,4.281861e-02
2.0540,3.934537e-02
2.0550,3.635025e-02
2.0560,3.377626e-02
2.0570,3.157172e-02
2.0580,2.969001e-02
2.0590,2.808928e-02
2.0600,2.673217e-02
2.0610,2.558547e-02
2.0620,2.461981e-02
2.0630,2.380933e-02
2.0640,2.313135e-02
2.0650,2.256611e-02
2.0660,2.209642e-02
2.0670,2.170742e-02
2.0680,2.138632e-02
2.0690,2.112213e-02
2.0700,2.090549e-02
2.0710,2.072843e-02
2.0720,2.058418e-02
2.0730,2.046705e-02
2.0740,2.037226e-02
2.0750,2.029579e-02
2.0760,2.023431e-02
2.0770,2.018503e-02
2.0780,2.014567e-02
2.0790,2.011432e-02
2.0800,2.008945e-02
2.0810,2.006977e-02
2.0820,2.005425e-02
2.0830,2.004206e-02
2.0840,2.003250e-02
2.0850,2.002504e-02
2.0860,2.001923e-02
2.0870,2.001473e-02
2.0880,2.001124e-02
2.0890,2.000855e-02
2.0900,2.000649e-02
2.0910,2.000491e-02
2.0920,2.000370e-02
2.0930,2.000278e-02
2.0940,2.000208e-02
2.0950,2.000156e-02
2.0960,2.000116e-02
2.0970,2.000086e-02
2.0980,2.000064e-02
2.0990,2.000047e-02
2.1000,2.000035e-02
2.1010,2.000025e-02
2.1020,2.000019e-02
2.1030,2.000014e-02
2.1040,2.000010e-02
2.1050,2.000007e-02
2.1060,2.000005e-02
2.1070,2.000004e-02
2.1080,2.000003e-02
2.1090,2.000002e-02
2.1100,2.000001e-02
2.1110,2.000001e-02
2.1120,2.000001e-02
2.1130,2.000000e-02
2.1140,2.000000e-02
2.1150,2.000000e-02
2.1160,2.000000e-02
2.1170,2.000000e-02
2.1180,2.000000e-02
2.1190,2.000000e-02
2.1200,2.000000e-02
2.1210,2.000000e-02
2.1220,2.000000e-02
2.1230,2.000000e-02
2.1240,2.000000e-02
2.1250,2.000000e-02
2.1260,2.000000e-02
2.1270,2.000000e-02
2.1280,2.000000e-02
2.1290,2.000000e-02
2.1300,2.000000e-02
2.1310,2.000000e-02
2.1320,2.000000e-02
2.1330,2.000000e-02
2.1340,2.000000e-02
2.1350,2.000000e-02
2.1360,2.000000e-02
2.1370,2.000000e-02
2.1380,2.000000e-02
2.1390,2.000000e-02
2.1400,2.000000e-02
2.1410,2.000000e-02
2.1420,2.000000e-02
2.1430,2.000000e-02
2.1440,2.000000e-02
2.1450,2.000000e-02
2.1460,2.000000e-02
2.1470,2.000000e-02
2.1480,2.000000e-02
2.1490,2.000000e-02
2.1500,2.000000e-02
2.1510,2.000000e-02
2.1520,2.000000e-02
2.1530,2.000000e-02
2.1540,2.000000e-02
2.1550,2.000000e-02
2.1560,2.000000e-02
2.1570,2.000000e-02
2.1580,2.000000e-02
2.1590,2.000000e-02
2.1600,2.000000e-02
2.1610,2.000000e-02
2.1620,2.000000e-02
2.1630,2.000000e-02
2.1640,2.000000e-02
2.1650,2.000000e-02
2.1660,2.000000e-02
2.1670,2.000000e-02
2.1680,2.000000e-02
2.1690,2.000000e-02
2.1700,2.000000e-02
2.1710,2.000000e-02
2.1720,2.000000e-02
2.1730,2.000000e-02
2.1740,2.000000e-02
2.1750,2.000000e-02
2.1760,2.000000e-02
2.1770,2.000000e-02
2.1780,2.000000e-02
2.1790,2.000000e-02
2.1800,2.000000e-02
2.1810,2.000000e-02
2.1820,2.000000e-02
2.1830,2.000000e-02
2.1840,2.000000e-02
2.1850,2.000000e-02
2.1860,2.000000e-02
2.1870,2.000000e-02
2.1880,2.000000e-02
2.1890,2.000000e-02
2.1900,2.000000e-02
2.1910,2.000000e-02
2.1920,2.000000e-02
2.1930,2.000000e-02
2.1940,2.000000e-02
2.1950,2.000000e-02
2.1960,2.000000e-02
2.1970,2.000000e-02
2.1980,2.000000e-02
2.1990,2.000000e-02
2.2000,2.000000e-02
2.2010,2.000000e-02
2.2020,2.000000e-02
2.2030,2.000000e-02
2.2040,2.000000e-02
2.2050,2.000000e-02
2.2060,2.000000e-02
2.2070,2.000000e-02
2.2080,2.000000e-02
2.2090,2.000000e-02
2.2100,2.000000e-02
2.2110,2.000000e-02
2.2120,2.000000e-02
2.2130,2.000000e-02
2.2140,2.000000e-02
2.2150,2.000000e-02
2.2160,2.000000e-02
2.2170,2.000000e-02
2.2180,2.000000e-02
2.2190,2.000000e-02
2.2200,2.000000e-02
2.2210,2.000000e-02
2.2220,2.000000e-02
2.2230,2.000000e-02
2.2240,2.000000e-02
2.2250,2.000000e-02
2.2260,2.000000e-02
2.2270,2.000000e-02
2.2280,2.000000e-02
2.2290,2.000000e-02
2.2300,2.000000e-02
2.2310,2.000000e-02
2.2320,2.000000e-02
2.2330,2.000000e-02
2.2340,2.000000e-02
2.2350,2.000000e-02
2.2360,2.000000e-02
2.2370,2.000000e-02
2.2380,2.000000e-02
2.2390,2.000000e-02
2.2400,2.000000e-02
2.2410,2.000000e-02
2.2420,2.000000e-02
2.2430,2.000000e-02
2.2440,2.000000e-02
2.2450,2.000000e-02
2.2460,2.000000e-02
2.2470,2.000000e-02
2.2480,2.000000e-02
2.2490,2.000000e-02
2.2500,2.000000e-02
2.2510,2.000000e-02
2.2520,2.000000e-02
2.2530,2.000000e-02
2.2540,2.000000e-02
2.2550,2.000000e-02
2.2560,2.000000e-02
2.2570,2.000000e-02
2.2580,2.000000e-02
2.2590,2.000000e-02
2.2600,2.000000e-02
2.2610,2.000000e-02
2.2620,2.000000e-02
2.2630,2.000000e-02
2.2640,2.000000e-02
2.2650,2.000000e-02
2.2660,2.000000e-02
2.2670,2.000000e-02
2.2680,2.000000e-02
2.2690,2.000000e-02
2.2700,2.000000e-02
2.2710,2.000000e-02
2.2720,2.000000e-02
2.2730,2.000000e-02
2.2740,2.000000e-02
2.2750,2.000000e-02
2.2760,2.000000e-02
2.2770,2.000000e-02
2.2780,2.000000e-02
2.2790,2.000000e-02
2.2800,2.000000e-02
2.2810,2.000000e-02
2.2820,2.000000e-02
2.2830,2.000000e-02
2.2840,2.000000e-02
2.2850,2.000000e-02
2.2860,2.000000e-02
2.2870,2.000000e-02
2.2880,2.000000e-02
2.2890,2.000000e-02
2.2900,2.000000e-02
2.2910,2.000000e-02
2.2920,2.000000e-02
2.2930,2.000000e-02
2.2940,2.000000e-02
2.2950,2.000000e-02
2.2960,2.000000e-02
2.2970,2.000000e-02
2.2980,2.000000e-02
2.2990,2.000000e-02
2.3000,2.000000e-02
2.3010,2.000000e-02
2.3020,2.000000e-02
2.3030,2.000000e-02
2.3040,2.000000e-02
2.3050,2.000000e-02
2.3060,2.000000e-02
2.3070,2.000000e-02
2.3080,2.000000e-02
2.3090,2.000000e-02
2.3100,2.000000e-02
2.3110,2.000000e-02
2.3120,2.000000e-02
2.3130,2.000000e-02
2.3140,2.000000e-02
2.3150,2.000000e-02
2.3160,2.000000e-02
2.3170,2.000000e-02
2.3180,2.000000e-02
2.3190,2.000000e-02
2.3200,2.000000e-02
2.3210,2.000000e-02
2.3220,2.000000e-02
2.3230,2.000000e-02
2.3240,2.000000e-02
2.3250,2.000000e-02
2.3260,2.000000e-02
2.3270,2.000000e-02
2.3280,2.000000e-02
2.3290,2.000000e-02
2.3300,2.000000e-02
2.3310,2.000000e-02
2.3320,2.000000e-02
2.3330,2.000000e-02
2.3340,2.000000e-02
2.3350,2.000000e-02
2.3360,2.000000e-02
2.3370,2.000000e-02
2.3380,2.000000e-02
2.3390,2.000000e-02
2.3400,2.000000e-02
2.3410,2.000000e-02
2.3420,2.000000e-02
2.3430,2.000000e-02
2.3440,2.000000e-02
2.3450,2.000000e-02
2.3460,2.000000e-02
2.3470,2.000000e-02
2.3480,2.000000e-02
2.3490,2.000000e-02
2.3500,2.000000e-02
2.3510,2.000000e-02
2.3520,2.000000e-02
2.3530,2.000000e-02
2.3540,2.000000e-02
2.3550,2.000000e-02
2.3560,2.000000e-02
2.3570,2.000000e-02
2.3580,2.000000e-02
2.3590,2.000000e-02
2.3600,2.000000e-02
2.3610,2.000000e-02
2.3620,2.000000e-02
2.3630,2.000000e-02
2.3640,2.000000e-02
2.3650,2.000000e-02
2.3660,2.000000e-02
2.3670,2.000000e-02
2.3680,2.000000e-02
2.3690,2.000000e-02
2.3700,2.000000e-02
2.3710,2.000000e-02
2.3720,2.000000e-02
2.3730,2.000000e-02
2.3740,2.000000e-02
2.3750,2.000000e-02
2.3760,2.000000e-02
2.3770,2.000000e-02
2.3780,2.000000e-02
2.3790,2.000000e-02
2.3800,2.000000e-02
2.3810,2.000000e-02
2.3820,2.000000e-02
2.3830,2.000000e-02
2.3840,2.000000e-02
2.3850,2.000000e-02
2.3860,2.000000e-02
2.3870,2.000000e-02
2.3880,2.000000e-02
2.3890,2.000000e-02
2.3900,2.000000e-02
2.3910,2.000000e-02
2.3920,2.000000e-02
2.3930,2.000000e-02
2.3940,2.000000e-02
2.3950,2.000000e-02
2.3960,2.000000e-02
2.3970,2.000000e-02
2.3980,2.000000e-02
2.3990,2.000000e-02
2.4000,2.000000e-02
2.4010,2.000000e-02
2.4020,2.000000e-02
2.4030,2.000000e-02
2.4040,2.000000e-02
2.4050,2.000000e-02
2.4060,2.000000e-02
2.4070,2.000000e-02
2.4080,2.000000e-02
2.4090,2.000000e-02
2.4100,2.000000e-02
2.4110,2.000000e-02
2.4120,2.000000e-02
2.4130,2.000000e-02
2.4140,2.000000e-02
2.4150,2.000000e-02
2.4160,2.000000e-02
2.4170,2.000000e-02
2.4180,2.000000e-02
2.4190,2.000000e-02
2.4200,2.000000e-02
2.4210,2.000000e-02
2.4220,2.000000e-02
2.4230,2.000000e-02
2.4240,2.000000e-02
2.4250,2.000000e-02
2.4260,2.000000e-02
2.4270,2.000000e-02
2.4280,2.000000e-02
2.4290,2.000000e-02
2.4300,2.000000e-02
2.4310,2.000000e-02
2.4320,2.000000e-02
2.4330,2.000000e-02
2.4340,2.000000e-02
2.4350,2.000000e-02
2.4360,2.000000e-02
2.4370,2.000000e-02
2.4380,2.000000e-02
2.4390,2.000000e-02
2.4400,2.000000e-02
2.4410,2.000000e-02
2.4420,2.000000e-02
2.4430,2.000000e-02
2.4440,2.000000e-02
2.4450,2.000000e-02
2.4460,2.000000e-02
2.4470,2.000000e-02
2.4480,2.000000e-02
2.4490,2.000000e-02
2.4500,2.000000e-02
2.4510,2.000000e-02
2.4520,2.000000e-02
2.4530,2.000000e-02
2.4540,2.000000e-02
2.4550,2.000000e-02
2.4560,2.000000e-02
2.4570,2.000000e-02
2.4580,2.000000e-02
2.4590,2.000000e-02
2.4600,2.000000e-02
2.4610,2.000000e-02
2.4620,2.000000e-02
2.4630,2.000000e-02
2.4640,2.000000e-02
2.4650,2.000000e-02
2.4660,2.000000e-02
2.4670,2.000000e-02
2.4680,2.000000e-02
2.4690,2.000000e-02
2.4700,2.000000e-02
2.4710,2.000000e-02
2.4720,2.000000e-02
2.4730,2.000000e-02
2.4740,2.000000e-02
2.4750,2.000000e-02
2.4760,2.000000e-02
2.4770,2.000000e-02
2.4780,2.000000e-02
2.4790,2.000000e-02
2.4800,2.000000e-02
2.4810,2.000000e-02
2.4820,2.000000e-02
2.4830,2.000000e-02
2.4840,2.000000e-02
2.4850,2.000000e-02
2.4860,2.000000e-02
2.4870,2.000000e-02
2.4880,2.000000e-02
2.4890,2.000000e-02
2.4900,2.000000e-02
2.4910,2.000000e-02
2.4920,2.000000e-02
2.4930,2.000000e-02
